0,0.009277
1,-0.00432
4,-0.006172
5,-0.006865
6,-0.002355
7,-0.007254
8,0.005747
11,-0.007915
12,-0.003541
13,0.005451
14,-0.006807
15,0.010984
18,0.016199
19,-0.000973
20,-0.002012
21,-0.006134
22,-0.000162
25,-0.002115
26,0.006186
27,0.011489
28,0.00696
29,0.004284
32,0.001429
33,-0.000713
34,-0.001344
35,0.001819
36,0.011848
39,0.009677
40,-0.003636
41,-0.005897
42,-0.002966
43,0.004618
46,0.001408
47,0.006534
48,-0.003246
49,-0.012336
50,0.001023
53,-0.002512
54,-0.002351
55,0.00331
56,0.006128
57,0.006558
61,-0.000701
62,-0.006128
63,-0.001017
64,-0.001257
67,-0.006492
68,-0.009382
69,0.004059
70,-0.002453
71,-0.000243
74,-0.002069
75,-0.002306
76,-0.003107
77,-0.000808
78,0.003768
81,-0.007741
82,0.000887
83,0.011414
84,0.00834
85,-0.001968
88,0
89,0.001259
90,-0.003311
91,-0.010522
92,0.004313
95,0.003586
96,0.003257
97,-0.005694
98,-0.009467
99,-0.007467
102,-0.009458
103,0.00523
104,0.006325
105,-0.000236
106,0.011468
109,0.009016
110,0.001261
111,-0.001186
112,-0.000862
113,-0.004355
116,0
117,0.009615
118,0.013626
119,0.004667
120,0.011366
123,0.000691
125,-0.001076
126,0.004595
127,0.007083
130,0.001819
131,0.006108
132,-0.004725
133,0.005278
134,0.001873
137,-0.000527
138,0.008169
139,0.007195
141,0.004576
144,-0.007267
145,0.001552
146,-0.00052
147,-0.000589
148,0.005618
151,0.003018
152,-0.003963
153,0.004487
154,0.005567
155,-6.8e-05
158,0.002981
159,-0.002972
160,-0.002623
161,-0.00526
162,0.002127
165,-0.013619
166,-0.004017
167,-0.00432
168,-0.004797
169,0.00421
173,0.00248
174,0.000973
176,0.012246
180,0.011431
181,0.011748
182,-0.003823
183,0.007386
186,0.000353
187,-0.000716
188,-0.001003
189,0.005392
190,-0.011733
193,-0.013249
194,-0.001248
195,0.004696
196,0
197,-0.002847
200,-0.007192
201,-0.000147
202,-0.013812
204,-0.001045
207,-0.007045
208,-0.003553
209,0.006133
210,-0.013253
211,-0.005042
214,-0.002457
215,0.001543
216,-0.011828
217,-0.001167
218,0.012686
221,0.012364
222,0.005234
223,-0.016905
224,-0.006919
225,0.006268
229,0.004452
230,-0.009404
231,-0.002627
232,-0.012235
235,-0.006355
236,-0.006154
237,0.007543
238,-0.005675
239,0.012289
242,0.005794
243,0.012525
244,0.001001
245,-0.003612
246,-0.004312
249,-0.002551
250,0.006517
251,0.002848
252,-0.009225
253,-0.006981
256,-0.011412
257,-0.002762
258,-0.011649
259,-0.014035
260,-0.002691
263,0.005625
264,0.018332
265,0.00327
266,0.011751
267,-0.008476
270,-0.015594
271,-0.009005
272,-0.00291
273,-0.001719
274,0.008241
277,0.0177
278,0.013656
279,0.007205
280,-0.003494
281,-0.004844
284,-0.002741
285,-0.003449
286,0.005118
287,0.005103
291,-0.008129
292,-0.015282
293,-0.010874
294,0.007759
295,-0.016603
298,-0.000824
299,-0.000239
300,0.012082
301,0.014297
302,0.008671
305,-0.003313
306,0.006174
307,-0.007872
308,-0.010231
309,-0.012094
312,-0.019709
313,0.008519
314,-0.000327
315,-0.00591
316,-0.018153
319,-0.009674
320,0.006712
321,0.002868
322,0.032871
323,0.006923
327,-0.005662
328,-0.018043
329,-0.008208
330,-0.008265
333,-0.009005
334,0.016819
335,-0.00292
336,0.012737
337,0.011411
340,-0.005315
341,0.012993
342,-0.012416
343,-0.01373
344,-0.015915
347,-0.01516
348,0.007394
349,0.003585
350,-0.012501
351,0.007062
354,-0.01215
355,0.011862
356,0.005901
357,0.011315
358,-0.003275
361,-0.012493
362,-0.007268
364,0.000172
365,-0.004815
368,0.008217
369,0.012607
370,0.022368
371,-0.006882
372,-0.017684
375,0.013081
376,0.000501
377,0.008207
378,0.001414
379,0.004654
382,0.00247
383,0.0061
384,0.015565
385,0.001618
386,0.002333
389,-0.003139
390,-0.007893
391,-0.01535
392,-0.002236
393,-0.001395
396,0.004302
397,-0.000909
398,-0.010889
399,-0.000588
400,-0.010105
403,-0.010287
404,-0.014142
405,0.003974
406,-0.001636
407,-0.001031
410,-0.005093
411,-0.011021
412,-0.006924
413,0.014744
414,-0.001122
417,0.008361
418,0.001562
419,0.013026
420,-0.001019
421,0.005711
425,0.008811
426,0.004121
427,0.00218
428,-0.002675
431,-0.008123
432,-0.006249
433,-0.005013
434,-0.000851
435,0.006575
438,0.00748
439,-0.001937
440,0.021442
441,0.01116
442,0.008006
445,0.009495
446,0.004099
447,0.009516
448,0.003971
449,-0.006472
452,0.001827
453,0.0084
454,0.0081
455,-0.008968
456,0.016058
459,0.006589
460,-0.003539
461,-0.013981
462,0.016136
463,0.002623
466,-0.011843
467,0.000383
468,-0.005055
469,-0.002888
470,0.004157
473,-0.003279
474,0.006184
475,0.005525
476,0.002716
477,0.012899
480,-0.00229
481,-0.016511
482,-0.012348
483,-0.008102
484,-0.014281
487,-0.016979
488,-0.006874
489,0.007666
490,0.013662
491,-0.02599
494,-0.011845
495,-0.007375
496,-0.023737
497,0.005369
498,0.019187
501,-0.032165
502,-0.020587
503,0.01193
505,-0.001146
508,-0.034016
509,-0.008752
510,0.026965
511,-0.005561
512,-0.015399
515,-0.01913
516,-0.004104
517,-0.018551
518,0.032741
519,0.029394
522,0.01562
523,-0.019926
524,-0.028111
525,-0.012705
526,0.019015
529,-0.005554
530,0.022648
531,9.6e-05
532,-0.00176
533,-0.011327
536,-0.004788
538,0.027921
539,0.016059
540,-0.003513
543,0.003349
545,0.005242
546,0.029661
547,-0.000522
550,-0.00384
551,-0.017187
552,-0.031319
553,-0.013992
554,0.022318
557,-0.001545
558,0.007403
559,0.011448
560,0.018771
561,-0.019136
564,-0.000982
565,0.010344
566,0.008721
567,-0.009093
568,-0.004275
571,-0.007424
572,-0.000809
573,0.011733
574,-0.007851
575,-0.01357
578,-0.02659
579,-0.001047
580,0.00485
581,0.004657
582,-0.009729
585,-0.020112
586,0.003396
587,0.000298
588,0.00378
589,0.012841
593,-0.000951
